alt,lat,lon,sats,signal,speed,ts,veh_id,dev_id,date,task_id,next_task_id,line_id,route_id,driver_id,car_no,course_no,pt,primary_veh_id,prev_stop_id,prev_stop_dev,cur_stop_id,cur_stop_dev,seg_fraction,status,in_depot
541.4,42.690257168117235,23.338353477136614,8,31,6.1,1738074449968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,1.0,0.07,on task,False
538.9,42.690265914878346,23.338366410228492,8,31,0.0,1738074454975,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,1.0,0.073,on task,False
538.1,42.68994764613433,23.338637141407386,8,31,0.0,1738074459969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,1.0,0.072,on task,False
540.3,42.690226570206576,23.33812599040798,8,31,2.0,1738074464970,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,1.0,0.074,on task,False
541.9,42.69016549211507,23.338378217982513,8,30,14.1,1738074469969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,1.0,0.094,on task,False
543.0,42.69014813557981,23.3381501240293,8,31,12.0,1738074474975,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,1.0,0.118,on task,False
544.7,42.69023015954888,23.3377758333837,9,31,21.1,1738074479970,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,1.0,0.152,on task,False
543.9,42.6903212126629,23.33775946106899,9,31,19.4,1738074484973,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,2.0,0.189,on task,False
544.9,42.69066862046006,23.337216712747967,8,31,15.9,1738074489968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,2.0,0.228,on task,False
544.8,42.6909228241753,23.33701323720687,8,31,17.4,1738074494969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,2.0,0.259,on task,False
546.4,42.69097331601513,23.336776375318973,8,31,21.9,1738074499969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,2.0,0.297,on task,False
545.3,42.69112188945669,23.336855557451063,8,31,25.6,1738074504968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,2.0,0.342,on task,False
545.1,42.69138919224074,23.33647792011695,8,31,30.6,1738074509968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,2.0,0.401,on task,False
550.0,42.69169113916188,23.335924657274685,8,31,30.6,1738074514975,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,2.0,0.459,on task,False
549.0,42.692201185032395,23.33586042800721,8,31,29.6,1738074519969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,2.0,0.516,on task,False
549.2,42.69275454263582,23.33494482109809,6,31,0.0,1738074549969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,3.0,0.666,on task,False
550.0,42.69273642740112,23.334612191426594,7,31,13.5,1738074554968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,3.0,0.68,on task,False
550.8,42.6929057246964,23.33452816161442,7,31,15.4,1738074559972,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,3.0,0.711,on task,False
551.4,42.69339390670984,23.33453879939654,7,31,20.6,1738074564977,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,3.0,0.742,on task,False
552.3,42.69334972113324,23.33427427745634,8,30,26.5,1738074569971,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,3.0,0.788,on task,False
552.0,42.69376503521953,23.33461957082423,6,30,34.8,1738074574968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,3.0,0.85,on task,False
554.2,42.69405982790904,23.334572897659843,6,31,25.9,1738074579972,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,3.0,0.909,on task,False
555.5,42.69426353471928,23.3348905030947,8,31,18.0,1738074584969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,3.0,0.94,on task,False
555.5,42.69419270668021,23.335117316371985,10,31,10.9,1738074589968,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,3.0,0.963,on task,False
555.4,42.69414721626491,23.335020836249388,10,31,3.0,1738074594969,A2317,0040EDF8,2025-01-28,9765220.0,9765221,A58,A97,11011,4,17.0,1_1,A2317,A1288,2.0,A1697,3.0,0.976,on task,False
554.6,42.69434963323824,23.3351296576153,10,31,0.0,1738074599968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
554.6,42.69433141358397,23.335301873075633,10,31,0.0,1738074604977,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
554.6,42.694289969414974,23.335114297253263,8,31,0.0,1738074634972,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
554.7,42.6943063927297,23.335189475275143,8,31,0.0,1738074639968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.9,42.69445696265928,23.335096380639275,8,31,0.0,1738074644969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
554.3,42.69416400396103,23.3354260606269,7,31,0.0,1738074649968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.8,42.694341807780106,23.33547371850013,7,31,0.0,1738074654969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.69411201412708,23.33515790398815,7,31,0.0,1738074659971,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.69413750237409,23.33541551186691,7,31,0.0,1738074664974,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.69430009716157,23.335437972439617,7,31,0.0,1738074669969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.69450175702844,23.335236865339287,7,31,0.0,1738074674970,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.69441287796404,23.335109047220353,8,31,0.0,1738074729968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.69438641113404,23.335206971315653,9,31,0.0,1738074734970,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.69429123687285,23.335495560576646,8,31,0.0,1738074739969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.69439396322291,23.335337993631093,6,31,0.0,1738074744975,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.69456736273656,23.335358623507183,7,31,0.0,1738074749969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.69455127493833,23.335539083667,6,31,0.0,1738074754975,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.694375586396625,23.335119962663143,8,31,0.0,1738074759968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.69434015212777,23.33536130060153,8,31,0.0,1738074764969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.69444310245489,23.33525717338172,8,31,0.0,1738074769969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.69426803907599,23.335424017923607,8,31,0.0,1738074774968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.6,42.6944235728476,23.335134108142817,8,31,0.0,1738074779971,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.6,42.69423891736752,23.335268764431685,8,31,0.0,1738074784974,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.69457256838388,23.33539191250828,7,31,0.0,1738074789969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.6,42.69411042062352,23.335579855086475,8,31,0.0,1738074794969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.6,42.69415655399895,23.33510544164608,8,31,0.0,1738074799969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.6,42.69448278441287,23.33516630249705,7,31,0.0,1738074804968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.6,42.69451929528456,23.335231598808353,8,31,0.0,1738074809968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.69438403537936,23.335564536896086,8,31,0.0,1738074814968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.8,42.69449518110659,23.335254346742875,8,31,0.0,1738074819969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.7,42.694532898072744,23.335493290348168,8,31,0.0,1738074824972,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.9,42.69442793807312,23.335210322635632,7,31,0.0,1738074854969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.9,42.694208502716045,23.3353920511468,6,31,0.0,1738074859970,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.9,42.694368080423686,23.335489360040288,7,31,0.0,1738074864969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.9,42.69432771376628,23.335217503430247,8,31,0.0,1738074869969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.9,42.69419068937874,23.335125931964978,8,31,0.0,1738074874968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.9,42.6944029809567,23.33546173604592,7,31,0.0,1738074879968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
554.0,42.69414305761827,23.33524226648782,8,31,0.0,1738074884968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
554.0,42.694369880061465,23.3353372279838,7,31,0.0,1738074889968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
554.0,42.69427584073382,23.335090156041986,8,31,0.0,1738074894975,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
554.0,42.6940959076265,23.335114441441764,8,31,0.0,1738074899969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
554.0,42.69416860676618,23.335417598146968,7,31,0.0,1738074904968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
554.0,42.69419404797709,23.33541601275479,7,31,0.0,1738074909968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.9,42.69453325859987,23.33514351915689,7,31,0.0,1738074914968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.9,42.69450842815598,23.335204444762667,7,31,0.0,1738074919968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.8,42.69423484772548,23.335406285098397,7,31,0.0,1738074924969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
554.8,42.69449173993802,23.33524962726429,7,31,0.0,1738074929968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
554.5,42.69457273181337,23.33546703133626,8,31,0.0,1738074934975,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.8,42.69436648237519,23.335550213596264,8,31,0.0,1738074939969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.8,42.694370175359694,23.335193409566152,8,31,0.0,1738074969969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.8,42.69423042427803,23.33538825652928,8,31,0.0,1738074974969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.8,42.694443802667315,23.335195240990547,8,31,0.0,1738074979969,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.9,42.694310453006445,23.33538733089854,8,31,0.0,1738074984968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
553.9,42.69413191253418,23.335322633331906,8,31,0.0,1738074989968,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
554.0,42.69444715359644,23.335168914522608,7,31,0.0,1738074994975,A2317,0040EDF8,2025-01-28,,9765221,A58,,11011,4,,,A2317,,,A1697,,,on break,False
563.5,42.69449755698659,23.335762898543987,7,30,0.0,1738075024968,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A1697,0.0,A0441,0.0,0.038,on task,False
565.0,42.69445810777679,23.335668981180035,7,30,0.0,1738075029969,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A1697,0.0,A0441,0.0,0.038,on task,False
565.4,42.694480783641225,23.33554050767414,8,30,0.0,1738075034972,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A1697,0.0,A0441,0.0,0.037,on task,False
564.2,42.694531304739115,23.33572291732151,8,30,6.7,1738075039972,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A1697,0.0,A0441,0.0,0.046,on task,False
562.6,42.69440077089566,23.336198481652023,8,30,18.7,1738075044975,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A1697,0.0,A0441,0.0,0.075,on task,False
562.0,42.69399888734107,23.33632696802841,8,30,21.7,1738075049969,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A1697,0.0,A0441,0.0,0.117,on task,False
559.7,42.693873696251515,23.33655227117227,8,30,22.6,1738075054978,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A1697,0.0,A0441,0.0,0.16,on task,False
557.2,42.69412809248897,23.33712734122328,8,31,19.4,1738075059968,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A1697,0.0,A0441,0.0,0.201,on task,False
549.4,42.69333070472114,23.33928227354764,8,31,18.1,1738075089972,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A1697,0.0,A0441,0.0,0.473,on task,False
551.9,42.693352466450406,23.339431405516315,8,31,17.4,1738075094968,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A1697,0.0,A0441,0.0,0.513,on task,False
552.8,42.69330776153122,23.340204045528026,9,31,19.4,1738075099968,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A1697,0.0,A0441,0.0,0.55,on task,False
554.5,42.69350924862214,23.34044877300774,9,27,19.8,1738075104969,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A1697,0.0,A0441,0.0,0.591,on task,False
554.4,42.693169217582586,23.341603172727595,9,29,23.1,1738075134975,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A1697,0.0,A0441,0.0,0.779,on task,False
553.8,42.69273225034296,23.342373622001897,9,29,24.6,1738075139968,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A1697,0.0,A0441,0.0,0.827,on task,False
551.9,42.692993123256734,23.342579752959352,9,31,22.8,1738075144968,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A1697,0.0,A0441,0.0,0.874,on task,False
550.1,42.69295374965649,23.342890057494575,9,27,24.3,1738075149969,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A1697,0.0,A0441,0.0,0.919,on task,False
545.9,42.69264231982494,23.343414542004787,7,24,0.0,1738075179969,A2317,0040EDF8,2025-01-28,9765221.0,9761703,A58,A96,11011,4,18.0,1_1,A2317,A0441,0.0,A1287,0.0,0.0,on task,False
581.7,42.66564030798336,23.342312897593064,9,31,24.8,1738073432137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A2366,0.0,A1342,0.0,0.869,on task,False
582.7,42.66606971205198,23.34225351666536,9,31,19.8,1738073437137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A1342,0.0,A0465,0.0,0.0,on task,False
584.6,42.66630009788006,23.342018475535504,9,31,22.4,1738073467137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A1342,0.0,A0465,0.0,0.07,on task,False
583.8,42.666673229094,23.341899706775106,9,31,29.6,1738073472138,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A1342,0.0,A0465,0.0,0.173,on task,False
583.6,42.666586548962265,23.341244714664864,9,31,36.7,1738073477138,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A1342,0.0,A0465,0.0,0.307,on task,False
584.8,42.66656966691897,23.34026329533489,9,30,42.2,1738073482137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A1342,0.0,A0465,0.0,0.463,on task,False
590.4,42.66845387657738,23.337903597096737,9,24,37.8,1738073552138,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.2,on task,False
592.7,42.66904794741752,23.337585485401892,9,24,31.9,1738073557138,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.239,on task,False
592.7,42.66941653191845,23.337612655916388,9,21,28.5,1738073562138,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.273,on task,False
596.3,42.66954463555343,23.33782810890592,9,21,22.4,1738073567137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.301,on task,False
598.0,42.67006960356811,23.338049954920308,9,21,27.0,1738073572138,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.329,on task,False
596.5,42.67028198570463,23.338030404731025,9,24,33.5,1738073577140,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.366,on task,False
600.9,42.670932519241696,23.337783640956612,9,24,34.1,1738073582139,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.404,on task,False
599.3,42.671358019840554,23.337427622858225,9,28,30.0,1738073587138,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.439,on task,False
602.0,42.6715876765498,23.336940796107484,9,28,24.3,1738073592137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.469,on task,False
602.9,42.671638588128594,23.33717851887254,9,28,21.7,1738073597139,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.495,on task,False
603.5,42.671979434111414,23.336847386833597,9,31,15.6,1738073602137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.514,on task,False
603.0,42.67186599297938,23.33651672509634,9,31,1.9,1738073607140,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.525,on task,False
601.7,42.67174291751563,23.336811942266007,9,31,0.0,1738073612137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.523,on task,False
601.5,42.672146201860706,23.33678631506738,9,31,0.0,1738073617138,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.522,on task,False
601.7,42.671666255313106,23.33687322615209,9,31,0.0,1738073622139,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.522,on task,False
601.8,42.67169371315635,23.33666502615329,9,31,0.0,1738073627137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.522,on task,False
601.8,42.67210346234205,23.336586365936224,9,31,0.0,1738073632137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.522,on task,False
601.8,42.671951880703105,23.336603694542145,9,31,0.0,1738073637138,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.522,on task,False
601.8,42.67204406868933,23.336539464261183,8,31,0.0,1738073642137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.522,on task,False
601.8,42.671836986281335,23.33658806570144,8,31,0.0,1738073647137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.522,on task,False
601.9,42.67171471365132,23.33689004736247,9,31,0.0,1738073652137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.522,on task,False
601.8,42.6717631258596,23.33670583958028,9,31,0.0,1738073657137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.522,on task,False
601.8,42.67173734810079,23.336699174640454,9,31,0.0,1738073662137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.522,on task,False
601.8,42.672052228907745,23.33654668020883,9,31,0.0,1738073667137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.522,on task,False
601.4,42.6723349913764,23.33668623747428,9,31,23.9,1738073697140,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.552,on task,False
602.3,42.6725556792364,23.336232047010945,9,31,32.4,1738073702137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.584,on task,False
603.6,42.67284532879543,23.336110448433317,9,30,37.6,1738073707138,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.622,on task,False
605.4,42.67324851963113,23.335576349718274,9,30,40.9,1738073712137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.667,on task,False
606.7,42.67349292505157,23.33526867260979,9,30,41.5,1738073717137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.712,on task,False
608.7,42.673955153848134,23.334830602007067,9,30,35.6,1738073722137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.756,on task,False
610.4,42.67440764210113,23.33441881542351,9,31,28.7,1738073727137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.792,on task,False
610.4,42.67477170889274,23.33438345981131,9,31,22.2,1738073732137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.818,on task,False
605.8,42.67598874226832,23.33388308744893,9,31,0.0,1738073762138,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.949,on task,False
605.4,42.676078900685226,23.3340726069675,9,31,0.0,1738073767137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.949,on task,False
603.7,42.676051312631024,23.33392146887963,9,31,0.0,1738073772137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.948,on task,False
603.5,42.6760775546495,23.33420849569822,9,31,0.0,1738073802137,A2044,0040E11A,2025-01-28,9759846.0,9761076,A57,A141,13436,4,17.0,1_1,A2044,A0465,0.0,A1574,0.0,0.948,on task,False
